"original_file_name","id","file_name","catalog_id","dataset","path","scientific_name","genus","family","institution","width","height","size","SL_bbox","SL_lm","HL_bbox","HL_lm","pOD_bbox","pOD_lm","ED_bbox","ED_lm","HH_lm","EA_m","HA_m","FA_pca","FA_lm","scale","unit","FA_pca_meta","file.name","X.none.","X.none..1","SL_bbox.conv","SL_lm.conv","HL_bbox.conv","HL_lm.conv","pOD_bbox.conv","pOD_lm.conv","ED_bbox.conv","ED_lm.conv","HH_lm.conv","EA_m.conv","HA_m.conv","unit.conv"
"INHS_FISH_62951",134748,"INHS_134748.JPG","62951","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62951.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11042224,2067,2066.13,497,496,138,146.11,144,143.01,264,14113,107622,0.2,0.64,399.048,"cm",-0.36,"INHS_FISH_62951",NA,NA,51.8,51.78,12.45,12.43,3.46,3.66,3.61,3.58,6.62,0.89,6.76,"mm"
"INHS_FISH_62969",134754,"INHS_134754.JPG","62969","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62969.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10749134,2282,2288.09,588,587.09,166,172.53,169,168.15,307,19076,145924,6.28,4.51,392.735,"cm",6.33,"INHS_FISH_62969",NA,NA,58.11,58.26,14.97,14.95,4.23,4.39,4.3,4.28,7.82,1.24,9.46,"mm"
"INHS_FISH_62986",134761,"INHS_134761.JPG","62986","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62986.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10590490,2424,2423.52,575,574.06,156,167.5,168,167.07,312,18891,152371,1.55,1.18,391.989,"cm",1.05,"INHS_FISH_62986",NA,NA,61.84,61.83,14.67,14.64,3.98,4.27,4.29,4.26,7.96,1.23,9.92,"mm"
"INHS_FISH_63016",134767,"INHS_134767.JPG","63016","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_63016.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11031987,1960,1959.35,420,419.04,104,110.72,122,121,231,10003,82868,2.66,1.08,392.789,"cm",2.2,"INHS_FISH_63016",NA,NA,49.9,49.88,10.69,10.67,2.65,2.82,3.11,3.08,5.88,0.65,5.37,"mm"
"INHS_FISH_63069",134781,"INHS_134781.JPG","63069","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_63069.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10853918,2505,2504.48,559,558.4,157,165.08,161,160.03,286,15275,136604,2.24,1.12,394.267,"cm",1.52,"INHS_FISH_63069",NA,NA,63.54,63.52,14.18,14.16,3.98,4.19,4.08,4.06,7.25,0.98,8.79,"mm"
"INHS_FISH_63094",134785,"INHS_134785.JPG","63094","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_63094.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10883529,2156,2156.96,474,481.86,134,136.5,131,130.14,246,12161,101835,2.67,2.44,396.143,"cm",2.31,"INHS_FISH_63094",NA,NA,54.42,54.45,11.97,12.16,3.38,3.45,3.31,3.29,6.21,0.77,6.49,"mm"
"INHS_FISH_63158",134788,"INHS_134788.JPG","63158","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_63158.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10670469,1848,1940.17,390,402.66,88,93.3,125,124.02,250,11858,84690,18.26,17.83,393.716,"cm",17.8,"INHS_FISH_63158",NA,NA,46.94,49.28,9.91,10.23,2.24,2.37,3.17,3.15,6.35,0.76,5.46,"mm"
"INHS_FISH_63771",134925,"INHS_134925.JPG","63771","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_63771.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10809318,2179,2178.49,494,494.31,121,126.53,153,152.16,263,15867,104729,0.04,-1.21,393.677,"cm",-0.9,"INHS_FISH_63771",NA,NA,55.35,55.34,12.55,12.56,3.07,3.21,3.89,3.87,6.68,1.02,6.76,"mm"
"INHS_FISH_63931",134937,"INHS_134937.JPG","63931","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_63931.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10748952,1020,1023.14,278,277.87,67,67.9,90,89.05,146,5655,34127,6.19,5.16,392.944,"cm",5.19,"INHS_FISH_63931",NA,NA,25.96,26.04,7.07,7.07,1.71,1.73,2.29,2.27,3.72,0.37,2.21,"mm"
"INHS_FISH_63944",134940,"INHS_134940.JPG","63944","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_63944.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10749231,1819,1818.07,480,479.15,148,149.09,147,146.05,242,14958,97641,0.6,-0.5,393.799,"cm",-0.19,"INHS_FISH_63944",NA,NA,46.19,46.17,12.19,12.17,3.76,3.79,3.73,3.71,6.15,0.96,6.3,"mm"
"INHS_FISH_64052",134965,"INHS_134965.JPG","64052","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64052.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10730966,1569,1574.51,388,388.32,113,113.75,122,121.33,214,10133,70913,6.05,5.21,393.968,"cm",5.39,"INHS_FISH_64052",NA,NA,39.83,39.97,9.85,9.86,2.87,2.89,3.1,3.08,5.43,0.65,4.57,"mm"
"INHS_FISH_64110",134981,"INHS_134981.JPG","64110","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64110.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10519956,1402,1402.28,343,342.21,84,85.7,93,92.35,175,6306,54173,177.3,-2.45,392.998,"cm",-2.82,"INHS_FISH_64110",NA,NA,35.67,35.68,8.73,8.71,2.14,2.18,2.37,2.35,4.45,0.41,3.51,"mm"
"INHS_FISH_64170",134993,"INHS_134993.JPG","64170","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64170.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11094873,1616,1616.19,412,413.35,135,137.87,106,105.17,210,8755,74870,1.71,2.2,395.5,"cm",1.19,"INHS_FISH_64170",NA,NA,40.86,40.86,10.42,10.45,3.41,3.49,2.68,2.66,5.31,0.56,4.79,"mm"
"INHS_FISH_64217",134999,"INHS_134999.JPG","64217","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64217.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9262467,1633,1632,386,385,90,96.57,121,120,221,9569,77423,179.77,0.14,391.983,"cm",-0.88,"INHS_FISH_64217",NA,NA,41.66,41.63,9.85,9.82,2.3,2.46,3.09,3.06,5.64,0.62,5.04,"mm"
"INHS_FISH_64262",135008,"INHS_135008.JPG","64262","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64262.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,11379571,2349,2355.12,604,616.02,176,176.56,170,169.14,309,20099,147228,3.98,4.46,392.348,"cm",4.2,"INHS_FISH_64262",NA,NA,59.87,60.03,15.39,15.7,4.49,4.5,4.33,4.31,7.88,1.31,9.56,"mm"
"INHS_FISH_64273",135012,"INHS_135012.JPG","64273","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64273.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10865732,1098,1100.21,264,263.03,52,55.71,91,90.35,144,5758,33743,6.86,4.38,392.194,"cm",5.52,"INHS_FISH_64273",NA,NA,28,28.05,6.73,6.71,1.33,1.42,2.32,2.3,3.67,0.37,2.19,"mm"
"INHS_FISH_64277",135014,"INHS_135014.JPG","64277","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64277.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10704942,1925,1924.76,446,445.16,123,123.41,126,125.06,216,11033,79489,177.49,-1.61,394.614,"cm",-3.66,"INHS_FISH_64277",NA,NA,48.78,48.78,11.3,11.28,3.12,3.13,3.19,3.17,5.47,0.71,5.1,"mm"
"INHS_FISH_64341",135028,"INHS_135028.JPG","64341","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64341.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10606469,1801,1803.86,406,405.28,112,124.34,115,114.02,129,9087,69598,4.68,3.75,393.507,"cm",3.88,"INHS_FISH_64341",NA,NA,45.77,45.84,10.32,10.3,2.85,3.16,2.92,2.9,3.28,0.59,4.49,"mm"
"INHS_FISH_64466",135057,"INHS_135057.JPG","64466","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64466.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10991328,2075,2074.05,543,549.42,148,148.66,152,151.33,252,16719,115590,0.04,-0.41,394.512,"cm",-0.54,"INHS_FISH_64466",NA,NA,52.6,52.57,13.76,13.93,3.75,3.77,3.85,3.84,6.39,1.07,7.43,"mm"
"INHS_FISH_64474",135058,"INHS_135058.JPG","64474","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64474.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10479918,1426,1436.32,345,347.47,94,94.01,104,103.08,172,7267,50200,8.99,7.2,394.367,"cm",7.32,"INHS_FISH_64474",NA,NA,36.16,36.42,8.75,8.81,2.38,2.38,2.64,2.61,4.36,0.47,3.23,"mm"
"INHS_FISH_64591",135072,"INHS_135072.JPG","64591","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64591.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10679591,1831,1830.01,454,453.32,125,129.81,132,131.55,235,12246,89091,0.57,-0.16,393.003,"cm",0.29,"INHS_FISH_64591",NA,NA,46.59,46.56,11.55,11.53,3.18,3.3,3.36,3.35,5.98,0.79,5.77,"mm"
"INHS_FISH_64599",135075,"INHS_135075.JPG","64599","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64599.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10043669,1497,1496.53,339,338.38,81,95.19,98,97.74,180,6150,55391,0.78,-1.53,396.105,"cm",0.67,"INHS_FISH_64599",NA,NA,37.79,37.78,8.56,8.54,2.04,2.4,2.47,2.47,4.54,0.39,3.53,"mm"
"INHS_FISH_64823",135103,"INHS_135103.JPG","64823","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64823.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10997991,1643,1649.21,426,425.02,132,135.37,127,126,242,11495,84448,7.12,5.36,393.577,"cm",6.45,"INHS_FISH_64823",NA,NA,41.75,41.9,10.82,10.8,3.35,3.44,3.23,3.2,6.15,0.74,5.45,"mm"
"INHS_FISH_64828",135105,"INHS_135105.JPG","64828","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64828.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11571363,1551,1596.14,369,370.62,103,103.7,115,114,206,9493,64717,15.3,13.81,392.803,"cm",14.85,"INHS_FISH_64828",NA,NA,39.49,40.63,9.39,9.44,2.62,2.64,2.93,2.9,5.24,0.62,4.19,"mm"
"INHS_FISH_64847",135110,"INHS_135110.JPG","64847","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_64847.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11108226,1768,1788.74,441,440.07,131,138.84,120,119.02,248,10066,88370,10.9,8.94,397.83,"cm",9.6,"INHS_FISH_64847",NA,NA,44.44,44.96,11.09,11.06,3.29,3.49,3.02,2.99,6.23,0.64,5.58,"mm"
"INHS_FISH_65370",135240,"INHS_135240.JPG","65370","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65370.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11202658,1716,1764.03,391,391.08,118,119.36,110,109.77,242,7785,79420,14.76,13.54,394.005,"cm",14.35,"INHS_FISH_65370",NA,NA,43.55,44.77,9.92,9.93,2.99,3.03,2.79,2.79,6.14,0.5,5.12,"mm"
"INHS_FISH_65390",135244,"INHS_135244.JPG","65390","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65390.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10944551,1832,1831.16,439,438.11,112,114.98,141,140,238,13465,88037,178.23,-0.75,396.546,"cm",-1.96,"INHS_FISH_65390",NA,NA,46.2,46.18,11.07,11.05,2.82,2.9,3.56,3.53,6,0.86,5.6,"mm"
"INHS_FISH_65449",135258,"INHS_135258.JPG","65449","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65449.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10853324,1702,1702.2,360,359.8,95,97.08,115,114.16,211,9834,70660,2.12,2.15,395.307,"cm",2.19,"INHS_FISH_65449",NA,NA,43.06,43.06,9.11,9.1,2.4,2.46,2.91,2.89,5.34,0.63,4.52,"mm"
"INHS_FISH_65468",135262,"INHS_135262.JPG","65468","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65468.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11319821,2125,2124.03,489,490.87,130,132.02,154,153.08,266,16668,117104,0.16,0.32,394.355,"cm",0.67,"INHS_FISH_65468",NA,NA,53.89,53.86,12.4,12.45,3.3,3.35,3.91,3.88,6.75,1.07,7.53,"mm"
"INHS_FISH_65480",135265,"INHS_135265.JPG","65480","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65480.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10472907,1339,1339.09,315,316.06,77,77.93,95,94.01,185,6001,48525,0.68,2.31,393.533,"cm",1.57,"INHS_FISH_65480",NA,NA,34.03,34.03,8,8.03,1.96,1.98,2.41,2.39,4.7,0.39,3.13,"mm"
"INHS_FISH_65498",135270,"INHS_135270.JPG","65498","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65498.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11120688,2014,2016,491,490.8,153,156.73,136,135,268,12939,109727,2.95,3.13,394.804,"cm",2.88,"INHS_FISH_65498",NA,NA,51.01,51.06,12.44,12.43,3.88,3.97,3.44,3.42,6.79,0.83,7.04,"mm"
"INHS_FISH_65537",135280,"INHS_135280.JPG","65537","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65537.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11030151,1846,1845.01,405,404.4,107,110.6,116,115.11,220,9404,79901,179.13,-0.19,392.923,"cm",-0.9,"INHS_FISH_65537",NA,NA,46.98,46.96,10.31,10.29,2.72,2.81,2.95,2.93,5.6,0.61,5.18,"mm"
"INHS_FISH_65592",135297,"INHS_135297.JPG","65592","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_65592.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11185348,1957,1959.2,391,390.01,101,109.77,120,119.71,235,9417,81112,4.88,3.28,393.69,"cm",4.11,"INHS_FISH_65592",NA,NA,49.71,49.77,9.93,9.91,2.57,2.79,3.05,3.04,5.97,0.61,5.23,"mm"
"INHS_FISH_67961",135366,"INHS_135366.JPG","67961","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_67961.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11234094,1981,1980.36,478,485.79,140,140.01,149,148.66,261,15860,97597,177.36,-1.1,393.143,"cm",-2.22,"INHS_FISH_67961",NA,NA,50.39,50.37,12.16,12.36,3.56,3.56,3.79,3.78,6.64,1.03,6.31,"mm"
"INHS_FISH_67962",135367,"INHS_135367.JPG","67962","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_67962.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11327322,1397,1396.46,288,304.59,74,74.11,92,91.55,177,7071,41012,1.54,1.48,394.768,"cm",1.43,"INHS_FISH_67962",NA,NA,35.39,35.37,7.3,7.72,1.87,1.88,2.33,2.32,4.48,0.45,2.63,"mm"
"INHS_FISH_68227",135394,"INHS_135394.JPG","68227","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_68227.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11445543,1716,1715.51,415,414.39,127,128.27,111,110.11,221,9502,76584,0.5,-1.4,394.161,"cm",0,"INHS_FISH_68227",NA,NA,43.54,43.52,10.53,10.51,3.22,3.25,2.82,2.79,5.61,0.61,4.93,"mm"
"INHS_FISH_68289",135404,"INHS_135404.JPG","68289","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_68289.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10198280,1728,1742.25,480,480.75,125,150.6,125,124,258,10289,103711,171.93,-7.59,392.569,"cm",-6.98,"INHS_FISH_68289",NA,NA,44.02,44.38,12.23,12.25,3.18,3.84,3.18,3.16,6.57,0.67,6.73,"mm"
"INHS_FISH_68383",135420,"INHS_135420.JPG","68383","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_68383.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10712041,1354,1353.96,329,328.12,85,88.32,104,103.24,167,7207,47936,177.92,-2.16,392.801,"cm",-2.02,"INHS_FISH_68383",NA,NA,34.47,34.47,8.38,8.35,2.16,2.25,2.65,2.63,4.25,0.47,3.11,"mm"
"INHS_FISH_68587",135462,"INHS_135462.JPG","68587","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_68587.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11018613,2209,2209.14,546,545.4,166,175.51,134,133,284,12397,130226,178.97,-1.84,395.62,"cm",-2.51,"INHS_FISH_68587",NA,NA,55.84,55.84,13.8,13.79,4.2,4.44,3.39,3.36,7.18,0.79,8.32,"mm"
"INHS_FISH_68723",135491,"INHS_135491.JPG","68723","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_68723.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10702514,2670,2670.14,601,601.92,177,177.05,137,136.24,295,15976,150741,2.54,1.67,395.802,"cm",2.1,"INHS_FISH_68723",NA,NA,67.46,67.46,15.18,15.21,4.47,4.47,3.46,3.44,7.45,1.02,9.62,"mm"
"INHS_FISH_68743",135494,"INHS_135494.JPG","68743","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_68743.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11028090,2774,2773.01,599,598.52,158,163.75,162,161,276,17064,151883,0.56,-0.12,394.816,"cm",0.26,"INHS_FISH_68743",NA,NA,70.26,70.24,15.17,15.16,4,4.15,4.1,4.08,6.99,1.09,9.74,"mm"
"INHS_FISH_69105",135574,"INHS_135574.JPG","69105","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_69105.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10853773,1309,1308.01,339,338.65,81,87.46,111,110.07,171,8530,48473,3.98,0.26,392.86,"cm",1.95,"INHS_FISH_69105",NA,NA,33.32,33.29,8.63,8.62,2.06,2.23,2.83,2.8,4.35,0.55,3.14,"mm"
"INHS_FISH_7343",123395,"INHS_123395.JPG","7343","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_7343.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11411653,1460,1469.22,340,341.59,82,83.19,112,111.04,191,8239,55836,7.56,6.76,394.767,"cm",7.31,"INHS_FISH_7343",NA,NA,36.98,37.22,8.61,8.65,2.08,2.11,2.84,2.81,4.84,0.53,3.58,"mm"
"INHS_FISH_73688",135618,"INHS_135618.JPG","73688","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_73688.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11148449,1455,1456.91,353,357.08,86,86.83,117,116,189,9632,58376,2.45,3.62,393.372,"cm",3.18,"INHS_FISH_73688",NA,NA,36.99,37.04,8.97,9.08,2.19,2.21,2.97,2.95,4.8,0.62,3.77,"mm"
"INHS_FISH_73811",135665,"INHS_135665.JPG","73811","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_73811.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10469220,2441,2501.22,547,564.67,160,163.17,171,171.17,298,23039,137451,13.7,12.7,390.587,"cm",12.53,"INHS_FISH_73811",NA,NA,62.5,64.04,14,14.46,4.1,4.18,4.38,4.38,7.63,1.51,9.01,"mm"
"INHS_FISH_74284",135780,"INHS_135780.JPG","74284","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_74284.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10742043,1488,1487.98,367,366.39,95,95.52,129,128.25,213,11467,66664,177.76,-2.08,393.861,"cm",-2.98,"INHS_FISH_74284",NA,NA,37.78,37.78,9.32,9.3,2.41,2.43,3.28,3.26,5.41,0.74,4.3,"mm"
"INHS_FISH_74312",135781,"INHS_135781.JPG","74312","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_74312.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10859619,2092,2091,448,448.97,110,115.74,147,146.17,248,15098,91668,1.58,-0.05,395.177,"cm",0.38,"INHS_FISH_74312",NA,NA,52.94,52.91,11.34,11.36,2.78,2.93,3.72,3.7,6.28,0.97,5.87,"mm"
"INHS_FISH_74601",135862,"INHS_135862.JPG","74601","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_74601.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11315608,1861,1861.81,436,435.97,121,128.08,136,135,226,13348,85244,3.49,2.52,393.951,"cm",3.53,"INHS_FISH_74601",NA,NA,47.24,47.26,11.07,11.07,3.07,3.25,3.45,3.43,5.74,0.86,5.49,"mm"
"INHS_FISH_74801",135925,"INHS_135925.JPG","74801","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_74801.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10596936,2062,2063.23,477,478.62,146,146.05,140,140.43,249,13927,95532,3.82,2.67,392.028,"cm",3.37,"INHS_FISH_74801",NA,NA,52.6,52.63,12.17,12.21,3.72,3.73,3.57,3.58,6.35,0.91,6.22,"mm"
"INHS_FISH_75065",135965,"INHS_135965.JPG","75065","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_75065.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10888814,1643,1653.07,357,359.78,117,118.23,127,126.78,208,10794,61422,5.39,6.63,395.165,"cm",5.59,"INHS_FISH_75065",NA,NA,41.58,41.83,9.03,9.1,2.96,2.99,3.21,3.21,5.26,0.69,3.93,"mm"
"INHS_FISH_75252",136017,"INHS_136017.JPG","75252","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_75252.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10615536,2158,2160.45,458,457.09,115,119.1,146,145,260,16043,100483,5.28,3.24,391.742,"cm",4.32,"INHS_FISH_75252",NA,NA,55.09,55.15,11.69,11.67,2.94,3.04,3.73,3.7,6.64,1.05,6.55,"mm"
"INHS_FISH_75405",136053,"INHS_136053.JPG","75405","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_75405.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10998069,1934,1950.41,428,433.03,124,124.4,132,131.02,242,11742,88212,8.05,7.66,374.845,"cm",7.6,"INHS_FISH_75405",NA,NA,51.59,52.03,11.42,11.55,3.31,3.32,3.52,3.5,6.46,0.84,6.28,"mm"
"INHS_FISH_75455",136062,"INHS_136062.JPG","75455","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_75455.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11478399,2102,2101.69,462,461,140,148.66,133,132.24,246,11762,94482,2.13,1.47,394.535,"cm",1.68,"INHS_FISH_75455",NA,NA,53.28,53.27,11.71,11.68,3.55,3.77,3.37,3.35,6.24,0.76,6.07,"mm"
"INHS_FISH_75526",136071,"INHS_136071.JPG","75526","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_75526.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10978680,1813,1812.01,477,477.07,139,144.37,133,133.09,233,12057,94039,0.15,0.19,393.584,"cm",0.21,"INHS_FISH_75526",NA,NA,46.06,46.04,12.12,12.12,3.53,3.67,3.38,3.38,5.92,0.78,6.07,"mm"
"INHS_FISH_75572",136079,"INHS_136079.JPG","75572","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_75572.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10674790,3044,3043.63,694,693,217,220.3,193,193.26,350,24446,203882,1.14,1.17,392.285,"cm",1.1,"INHS_FISH_75572",NA,NA,77.6,77.59,17.69,17.67,5.53,5.62,4.92,4.93,8.92,1.59,13.25,"mm"
"INHS_FISH_76172",136166,"INHS_136166.JPG","76172","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76172.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10474485,1744,1771.24,411,415.28,119,119.02,128,127.19,236,12012,77118,11.73,10.24,396.167,"cm",10.51,"INHS_FISH_76172",NA,NA,44.02,44.71,10.37,10.48,3,3,3.23,3.21,5.96,0.77,4.91,"mm"
"INHS_FISH_76200",136176,"INHS_136176.JPG","76200","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76200.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10869336,1633,1637.74,351,350.46,79,79.23,116,115.35,198,9437,61445,5.86,4.8,393.02,"cm",6.07,"INHS_FISH_76200",NA,NA,41.55,41.67,8.93,8.92,2.01,2.02,2.95,2.93,5.04,0.61,3.98,"mm"
"INHS_FISH_76221",136185,"INHS_136185.JPG","76221","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76221.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10991998,2497,2496.87,614,613.73,155,171.76,168,167.11,331,19968,164707,179.74,-1.51,396.264,"cm",-0.68,"INHS_FISH_76221",NA,NA,63.01,63.01,15.49,15.49,3.91,4.33,4.24,4.22,8.35,1.27,10.49,"mm"
"INHS_FISH_76260",136197,"INHS_136197.JPG","76260","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76260.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,9903831,1333,1332.49,351,350.01,96,101.19,91,90.2,190,5663,57346,0.69,-1.55,392.327,"cm",-0.78,"INHS_FISH_76260",NA,NA,33.98,33.96,8.95,8.92,2.45,2.58,2.32,2.3,4.84,0.37,3.73,"mm"
"INHS_FISH_76296",136205,"INHS_136205.JPG","76296","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76296.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10356053,2105,2104.86,513,512.47,134,135.96,161,160.08,267,18447,116458,1.97,1.63,392.866,"cm",1.41,"INHS_FISH_76296",NA,NA,53.58,53.58,13.06,13.04,3.41,3.46,4.1,4.07,6.8,1.2,7.55,"mm"
